YEAR,MONTH,STATNAME,STATCD,DISTNAME,DISTCD
2015,7,ODISHA,21,BOUDH,2122
2015,6,HARYANA,6,FATEHABAD,610
2015,1,PUNJAB,3,HOSHIARPUR,305
2015,7,A & N ISLANDS,35,ANDAMANS,3501
2015,9,DAMAN & DIU,25,DAMAN,2502
2015,9,ARUNACHAL PRADESH,12,Anjaw,1216
2015,7,MANIPUR,14,SENAPATI,1401
2015,6,ANDHRA PRADESH,28,PRAKASAM,2818
2015,11,DELHI,7,NEW DELHI,705
2015,9,HIMACHAL PRADESH,2,KANGRA,202
2015,7,PUDUCHERRY,34,PONDICHERRY,3402
2015,2,ANDHRA PRADESH,28,PRAKASAM,2818
2015,3,ODISHA,21,BOUDH,2122
2015,9,JHARKHAND,20,CHATRA,2003
2015,1,ARUNACHAL PRADESH,12,LOWER DIBANG VALLEY,1215
2015,2,WEST BENGAL,19,KOCH BIHAR,1903
2015,7,HIMACHAL PRADESH,2,KANGRA,202
2015,11,PUNJAB,3,RUPNAGAR,307
2015,2,WEST BENGAL,19,KOCH BIHAR,1903
2015,12,BIHAR,10,SAMASTIPUR,1019
2015,10,TELANGANA,36,MAHBUBNAGAR,3607
2015,11,KARNATAKA,29,KOPPAL,2907
2015,10,LAKSHADWEEP,31,LAKSHADWEEP,3101
2015,5,GUJARAT,24,PANCH MAHALS,2417
2015,3,HARYANA,6,MAHENDRAGARH,616
2015,4,KERALA,32,WAYANAD,3203
2015,4,MANIPUR,14,SENAPATI,1401
2015,5,WEST BENGAL,19,KOCH BIHAR,1903
2015,7,GOA,30,NORTH GOA,3001
2015,10,DAMAN & DIU,25,DIU,2501
2015,11,RAJASTHAN,8,DUNGARPUR,827
2015,1,JAMMU & KASHMIR,1,KISHTWAR,117
2015,6,MANIPUR,14,SENAPATI,1401
2015,1,GUJARAT,24,VADODARA,2419
2015,10,ANDHRA PRADESH,28,PRAKASAM,2818
2015,9,KARNATAKA,29,KODAGU,2925
2015,7,JAMMU & KASHMIR,1,RAMBAN,118
2015,3,NAGALAND,13,MON,1301
2015,3,PUDUCHERRY,34,PONDICHERRY,3402
2015,9,KARNATAKA,29,KODAGU,2925
2015,2,MANIPUR,14,CHURACHANDPUR,1403
2015,3,UTTAR PRADESH,9,SHRAWASTI,951
2015,6,UTTARAKHAND,5,UTTARKASHI,501
2015,8,SIKKIM,11,NORTH SIKKIM,1101
2015,12,MEGHALAYA,17,SOUTH GARO HILLS,1703
2015,8,MAHARASHTRA,27,MUMBAI (SUBURBAN),2722
2015,5,CHANDIGARH,4,CHANDIGARH,401
2015,2,ARUNACHAL PRADESH,12,WEST KAMENG,1202
2015,9,WEST BENGAL,19,KOCH BIHAR,1903
2015,12,MEGHALAYA,17,SOUTH GARO HILLS,1703
2015,12,MIZORAM,15,LAWNGTLAI,1507
2015,4,BIHAR,10,MADHUBANI,1005
2015,3,JAMMU & KASHMIR,1,SHOPIAN,115
2015,5,GOA,30,SOUTH GOA,3002
2015,10,NAGALAND,13,KIPHIRE,1310
2015,11,MANIPUR,14,SENAPATI,1401
2015,1,ODISHA,21,NUAPADA,2125
2015,12,UTTAR PRADESH,9,KUSHINAGAR,959
2015,3,PUDUCHERRY,34,PONDICHERRY,3402
2015,12,ANDHRA PRADESH,28,PRAKASAM,2818
2015,4,MAHARASHTRA,27,MUMBAI II,2723
2015,10,NAGALAND,13,KIPHIRE,1310
2015,12,ASSAM,18,BAKSA,1824
2015,8,CHANDIGARH,4,CHANDIGARH,401
2015,11,PUNJAB,3,RUPNAGAR,307
2015,1,TELANGANA,36,NALGONDA,3608
2015,6,KARNATAKA,29,KOPPAL,2907
2015,4,WEST BENGAL,19,KOCH BIHAR,1903
2015,4,KARNATAKA,29,KODAGU,2925
2015,12,MADHYA PRADESH,23,SIDHI,2317
2015,3,CHHATTISGARH,22,JASHPUR,2203
2015,6,A & N ISLANDS,35,MIDDLE AND NORTH ANDAMANS,3503
2015,6,A & N ISLANDS,35,ANDAMANS,3501
2015,1,PUNJAB,3,NAWANSHAHR,306
2015,2,SIKKIM,11,NORTH SIKKIM,1101
2015,3,MEGHALAYA,17,RI BHOI,1705
2015,8,DADRA & NAGAR HAVELI,26,DADRA AND NAGAR HAVELI(UT),2601
2015,9,ODISHA,21,NUAPADA,2125
